,,SiOs postliste 30.07. - 05.08.2012,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
31.07.2012,"24932 Husbanken, godkjenning Haslevn 9-12,",MS OUTLOOK,Kari Rosenstrøm
,tilskudd trinn 1+2,,
31.07.2012,"24933 Husbank tilskudd Trimvn 6, fortetting , 2",MS OUTLOOK,Kari Rosenstrøm
,0% + 60% 4HE,,
31.07.2012,"24934 Husbank, tFortetting Sogn, etappe II, til",MS OUTLOOK,Kari Rosenstrøm
,skudd trinn 1 og 2,,
30.07.2012,24880 SSB: Bekreftelse på oppstart av virkso,ACROBAT,Elisabeth Myhre
,mheter - avd 70 og 77,,
