,SiOs postliste 17.8.2020-23.8.2020,,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
20.08.2020 07:55,56762 Teststasjon på Blindern - spørsmål om antall te,MS OUTLOOK,Trond Morten Trondsen
:01,stene - haster,,
19.08.2020 21:42,56760 Smittevern DA/Athletica,MS OUTLOOK,Trond Morten Trondsen
:08,,,
19.08.2020 10:58,56754 Covid-19 test Helseetaten Oslo kommune rapp,MS OUTLOOK,Trond Morten Trondsen
:11,ortering,,
19.08.2020 07:57,56751 Informasjon fra Lånekassen,MS OUTLOOK,Trond Morten Trondsen
:40,,,
17.08.2020 22:02,56744 Tillatelse til å gjennomføre faddervaktordning -,MS OUTLOOK,Trond Morten Trondsen
:48,Studenterlunden og Youngstorget - SIO og Natt,,
,eravnene - 14.08.2020-16.08.2020 sendt fra By,,
,miljøetaten,,
