,,SiOs postliste 24.2.2020-2.3.2020,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
02.03.2020 0,55998 Brenneriveien 11 - Svar på spørsmål,MS OUTLOOK,Torgunn Kveberg
9:13:11,"om utnyttelse, PBE 28.2.20",,
28.02.2020 1,55996 Legionella Bydel Grunerløkka Bydelo,MS OUTLOOK,Trond Morten Trondsen
9:43:08,soverlegen 1 sv,,
28.02.2020 1,55995 Legionella Bydel Grunerløkka Bydelo,MS OUTLOOK,Trond Morten Trondsen
9:41:23,soverlegen 1,,
26.02.2020 1,55979 Svarbrev klage utlevert feil journal ES ACROBAT,,Taran Bing Lorentzen
3:56:30,,,
25.02.2020 1,55972 Prosjektbeskrivelsetannhelse2020.do,MS WORD,Maryam Pervaiz
3:25:26,cx,,
25.02.2020 1,55971 Databehandleravtale_UiOSiO_tannh,ACROBAT,Maryam Pervaiz
3:24:37,elseprosjekt2020,,
25.02.2020 1,55968 SV: SHoT - kort status og agenda 04,MS OUTLOOK,Trond Morten Trondsen
2:24:36,0320,,
25.02.2020 0,"55962 Olav M. Troviks vei 40 - Ferdigattest,",MS OUTLOOK,Torgunn Kveberg
9:59:04,PBE 24.2.20,,
25.02.2020 0,55959 Vedtak om tilskudd til studentsamski,MS OUTLOOK,Torgunn Kveberg
7:50:05,"pnadene, Diku (Direktoratet for inter",,
,nasjonalisering og kvalitetsutvikling i,,
,høyere utdanning) 21.2.20,,
