,SiOs postliste12.10.2020-18.10.2020,,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
16.10.2020 12:28:27,"57086 Rolf E. Stenersens allé 6 - Midlertidig brukstillatelse, PBE",ACROBAT,Torgunn Kveberg
,16.10.20,,
15.10.2020 11:03:59,57074 Høyring - Forskrift om tilbakebetaling av utdanningslån 2,MS OUTLOOK,Torgunn Kveberg
,"021, Kunnskapsdepartementet 15.10.20",,
15.10.2020 09:09:28,"57071 Invitasjon til brukerforum 10.11.2020, PBE 14.10.20",MS OUTLOOK,Torgunn Kveberg
15.10.2020,"57072 Gjerdrums vei 10 B - Tillatelse til endring, PBE 15.10.20",ACROBAT,Torgunn Kveberg
13.10.2020 08:47:29,57060 Møte med UH-sektor og Oslo kommune om forebyggend,MS OUTLOOK,Torgunn Kveberg
,"e smittevern torsdag 15. oktober, Oslo kommune 12.10.2",,
,0,,
13.10.2020,57059 Nasjonal presisering av kravet til 1 meter avstand for ser,ACROBAT,Torgunn Kveberg
,"veringssteder, Oslo kommune 12.10.20",,
