,,SiOs postliste 9.3.2020-15.3.2020,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
13.03.2020 0,56111 Vedtak om kommunalt tilskudd 2020,ACROBAT,Torgunn Kveberg
8:21:16,"- Frydenhaug barnehage, Oslo komm",,
,une Bydel Nordre Aker 11.3.20,,
13.03.2020 0,56110 Vedtak om kommunalt tilskudd 2020,ACROBAT,Torgunn Kveberg
8:14:20,"- Lille-Bamsebo barnehage, Oslo ko",,
,mmune Bydel Nordre Aker 11.3.20,,
13.03.2020 0,56109 Vedtak om kommunalt tilskudd 2020,ACROBAT,Torgunn Kveberg
8:08:59,"- Bamsebo barnehage, Oslo kommun",,
,e Bydel Nordre Aker 11.3.20,,
13.03.2020 0,56108 Vedtak om kommunalt tilskudd 2020,ACROBAT,Torgunn Kveberg
8:06:32,"- Skogly barnehage, Oslo kommune",,
,Bydel Nordre Aker 11.3.20,,
13.03.2020 0,56107 Vedtak om kommunalt tilskudd 2020,ACROBAT,Torgunn Kveberg
8:02:42,"- Sogn barnehage, Oslo kommune B",,
,ydel Nordre Aker 11.3.20,,
13.03.2020,56104 Vedtak om kommunalt tilskudd 2020,ACROBAT,Torgunn Kveberg
,"- Klossen barnehage, Oslo kommune",,
,"Bydel Nordre Aker, 11.3.20",,
13.03.2020,56105 Vedtak om kommunalt tilskudd 2020,ACROBAT,Torgunn Kveberg
,"- Almelia barnehage, Oslo kommune",,
,Bydel Nordre Aker 11.3.20,,
13.03.2020,56106 Vedtak om kommunalt tilskudd 2020,ACROBAT,Torgunn Kveberg
,"- Eilert Sundts barnehage, Oslo kom",,
,mune Bydel Nordre Aker 11.3.20,,
11.03.2020 1,56077 Olav M. Troviks vei 38 - Ukomplett sø,ACROBAT,Torgunn Kveberg
1:11:57,"knad om ferdigattest, PBE 9.3.20",,
,,SiOs postliste 9.3.2020-15.3.2020,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
10.03.2020,56068 Olav M. Troviks vei 42 - Ukomplett sø,ACROBAT,Torgunn Kveberg
,"knad om ferdigattest, PBE 9.3.20",,
