,SiOs postliste 21.9.2020-27.9.2020,,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
26.09.2020 09:42,56977 HEL Oslo kommune Status kontraktsforslag Si,MS OUTLOOK,Trond Morten Trondsen
:58,O,,
25.09.2020,56971 Brev til WSP teknikk av 24.9.20 - Reklamasjon,ACROBAT,Helge Christian Haugen
,på tjenester levert av prosjekteringsgruppe,,
24.09.2020 12:23,"56969 Alarmstyring SiO Helse Blindern, KOH",MS OUTLOOK,Camilla Vigander
:20,,,
24.09.2020 09:52,"56965 Rolf E. Stenersens allé 34 - Ferdigattest, PBE",ACROBAT,Torgunn Kveberg
:07,24.9.20,,
23.09.2020 10:15,56958 Ivaretakelse av studenter ved lokale smitteutbr,MS OUTLOOK,Torgunn Kveberg
:27,"udd og studenters fravær i praksis, Kunnskaps",,
,departementet 22.9.20,,
23.09.2020 09:43,56957 Sognsveien 85 - Vedtak om overtredelsesgebyr,ACROBAT,Torgunn Kveberg
:20,", PBE 22.9.20",,
23.09.2020 09:41,"56956 Olav M. Troviks vei 28 - Ferdigattest, PBE 22.9.",ACROBAT,Torgunn Kveberg
:21,20,,
23.09.2020 09:26,56954 Registrering av gjester på serverings- og skjen,ACROBAT,Torgunn Kveberg
:27,"kesteder, Oslo kommune 22.9.20",,
21.09.2020 09:01,56938 Olav M. Troviks vei 32 - Avslag på dispensasjo,ACROBAT,Torgunn Kveberg
:25,"n utenom byggesak, PBE 21.9.20",,
